SSID; BSS; RSSI; Kanal; Datum
HFU Guest;" ""78:8A:20:0F:34:36""";" ""-88""";" ""48""";" ""18:38:05"""
HFU Guest;" ""78:8A:20:0F:34:36""";" ""-84""";" ""48""";" ""18:38:08"""
eduroam;" ""82:8A:20:0F:32:C3""";" ""-74""";" ""11""";" ""18:38:05"""
eduroam;" ""82:8A:20:0F:32:C3""";" ""-70""";" ""11""";" ""18:38:08"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-85""";" ""44""";" ""18:38:05"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-81""";" ""44""";" ""18:38:08"""
;" ""BA:FB:E4:84:75:A5""";" ""-87""";" ""6""";" ""18:38:05"""
;" ""BA:FB:E4:84:75:A5""";" ""-87""";" ""6""";" ""18:38:08"""
HFU Open;" ""6A:D7:9A:38:9B:6C""";" ""-84""";" ""6""";" ""18:38:05"""
HFU Open;" ""6A:D7:9A:38:9B:6C""";" ""-86""";" ""6""";" ""18:38:08"""
eduroam;" ""82:8A:20:0F:34:36""";" ""-89""";" ""48""";" ""18:38:05"""
eduroam;" ""82:8A:20:0F:34:36""";" ""-84""";" ""48""";" ""18:38:08"""
eduroam;" ""BE:FB:E4:C7:5F:07""";" ""-88""";" ""11""";" ""18:38:05"""
eduroam;" ""BE:FB:E4:C7:5F:07""";" ""-88""";" ""11""";" ""18:38:08"""
;" ""7E:8A:20:0F:32:C3""";" ""-73""";" ""11""";" ""18:38:05"""
;" ""7E:8A:20:0F:32:C3""";" ""-73""";" ""11""";" ""18:38:08"""
HFU Open;" ""86:8A:20:0F:1C:63""";" ""-70""";" ""1""";" ""18:38:05"""
HFU Open;" ""86:8A:20:0F:1C:63""";" ""-68""";" ""1""";" ""18:38:08"""
HFU Open;" ""82:83:C2:70:21:C3""";" ""-79""";" ""40""";" ""18:38:05"""
HFU Open;" ""82:83:C2:70:21:C3""";" ""-80""";" ""40""";" ""18:38:08"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-93""";" ""11""";" ""18:38:05"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-93""";" ""11""";" ""18:38:08"""
Nusser;" ""7C:FF:4D:F9:3A:5F""";" ""-92""";" ""11""";" ""18:38:05"""
Nusser;" ""7C:FF:4D:F9:3A:5F""";" ""-92""";" ""11""";" ""18:38:08"""
SHLAB01;" ""50:C7:BF:31:D3:97""";" ""-91""";" ""4""";" ""18:38:05"""
SHLAB01;" ""50:C7:BF:31:D3:97""";" ""-91""";" ""4""";" ""18:38:08"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-49""";" ""6""";" ""18:38:05"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-51""";" ""6""";" ""18:38:08"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-89""";" ""44""";" ""18:38:05"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-88""";" ""44""";" ""18:38:08"""
Aula TV.b;" ""FA:8F:CA:30:4C:C8""";" ""-96""";" ""6""";" ""18:38:05"""
Aula TV.b;" ""FA:8F:CA:30:4C:C8""";" ""-96""";" ""6""";" ""18:38:08"""
eduroam;" ""7E:83:C2:70:21:C3""";" ""-79""";" ""40""";" ""18:38:05"""
eduroam;" ""7E:83:C2:70:21:C3""";" ""-80""";" ""40""";" ""18:38:08"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-93""";" ""11""";" ""18:38:05"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-93""";" ""11""";" ""18:38:08"""
iKettle 2.0:1e;" ""5E:CF:7F:06:DE:1E""";" ""-96""";" ""6""";" ""18:38:05"""
iKettle 2.0:1e;" ""5E:CF:7F:06:DE:1E""";" ""-94""";" ""6""";" ""18:38:08"""
HFU Open;" ""86:8A:20:0F:32:C2""";" ""-76""";" ""36""";" ""18:38:05"""
HFU Open;" ""86:8A:20:0F:32:C2""";" ""-80""";" ""36""";" ""18:38:08"""
HFU Guest;" ""B4:FB:E4:80:96:DA""";" ""-83""";" ""1""";" ""18:38:05"""
HFU Guest;" ""B4:FB:E4:80:96:DA""";" ""-80""";" ""1""";" ""18:38:08"""
HFU Guest;" ""78:8A:20:0F:34:37""";" ""-89""";" ""1""";" ""18:38:05"""
HFU Guest;" ""78:8A:20:0F:34:37""";" ""-89""";" ""1""";" ""18:38:08"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-89""";" ""44""";" ""18:38:05"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-88""";" ""44""";" ""18:38:08"""
HFU Guest;" ""68:D7:9A:68:9B:6C""";" ""-84""";" ""6""";" ""18:38:05"""
HFU Guest;" ""68:D7:9A:68:9B:6C""";" ""-84""";" ""6""";" ""18:38:08"""
HFU Guest;" ""B4:FB:E4:80:96:D9""";" ""-82""";" ""36""";" ""18:38:05"""
HFU Guest;" ""B4:FB:E4:80:96:D9""";" ""-83""";" ""36""";" ""18:38:08"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-78""";" ""11""";" ""18:38:05"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-74""";" ""11""";" ""18:38:08"""
HFU Open;" ""86:8A:20:0A:F9:7F""";" ""-93""";" ""6""";" ""18:38:05"""
HFU Open;" ""86:8A:20:0A:F9:7F""";" ""-93""";" ""6""";" ""18:38:08"""
linksys;" ""00:23:69:32:69:ED""";" ""-96""";" ""6""";" ""18:38:05"""
linksys;" ""00:23:69:32:69:ED""";" ""-96""";" ""6""";" ""18:38:08"""
HFU Open;" ""6A:D7:9A:38:9B:6D""";" ""-83""";" ""48""";" ""18:38:05"""
HFU Open;" ""6A:D7:9A:38:9B:6D""";" ""-84""";" ""48""";" ""18:38:08"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-86""";" ""9""";" ""18:38:05"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-86""";" ""9""";" ""18:38:08"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-80""";" ""44""";" ""18:38:05"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-73""";" ""44""";" ""18:38:08"""
eduroam;" ""82:8A:20:0F:34:37""";" ""-87""";" ""1""";" ""18:38:05"""
eduroam;" ""82:8A:20:0F:34:37""";" ""-87""";" ""1""";" ""18:38:08"""
HFU Guest;" ""B4:FB:E4:C7:5F:07""";" ""-88""";" ""11""";" ""18:38:05"""
HFU Guest;" ""B4:FB:E4:C7:5F:07""";" ""-87""";" ""11""";" ""18:38:08"""
HFU Guest;" ""78:8A:20:0F:1C:62""";" ""-67""";" ""36""";" ""18:38:05"""
HFU Guest;" ""78:8A:20:0F:1C:62""";" ""-73""";" ""36""";" ""18:38:08"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-95""";" ""6""";" ""18:38:05"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-95""";" ""6""";" ""18:38:08"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-78""";" ""11""";" ""18:38:05"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-78""";" ""11""";" ""18:38:08"""
HFU Open;" ""82:83:C2:70:21:C4""";" ""-77""";" ""1""";" ""18:38:05"""
HFU Open;" ""82:83:C2:70:21:C4""";" ""-83""";" ""1""";" ""18:38:08"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-78""";" ""1""";" ""18:38:05"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-78""";" ""1""";" ""18:38:08"""
NETGEAR24;" ""B0:7F:B9:84:60:74""";" ""-83""";" ""1""";" ""18:38:05"""
NETGEAR24;" ""B0:7F:B9:84:60:74""";" ""-83""";" ""1""";" ""18:38:08"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-52""";" ""36""";" ""18:38:05"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-51""";" ""36""";" ""18:38:08"""
eduroam;" ""6A:D7:9A:28:9B:6C""";" ""-85""";" ""6""";" ""18:38:05"""
eduroam;" ""6A:D7:9A:28:9B:6C""";" ""-86""";" ""6""";" ""18:38:08"""
;" ""BA:FB:E4:80:96:DA""";" ""-86""";" ""1""";" ""18:38:05"""
;" ""BA:FB:E4:80:96:DA""";" ""-86""";" ""1""";" ""18:38:08"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-80""";" ""44""";" ""18:38:05"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-73""";" ""44""";" ""18:38:08"""
eduroam;" ""82:8A:20:0F:1C:62""";" ""-71""";" ""36""";" ""18:38:05"""
eduroam;" ""82:8A:20:0F:1C:62""";" ""-73""";" ""36""";" ""18:38:08"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-85""";" ""44""";" ""18:38:05"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-81""";" ""44""";" ""18:38:08"""
HFU Open;" ""C2:FB:E4:84:75:A5""";" ""-86""";" ""6""";" ""18:38:05"""
HFU Open;" ""C2:FB:E4:84:75:A5""";" ""-86""";" ""6""";" ""18:38:08"""
eduroam;" ""7E:83:C2:70:21:C4""";" ""-76""";" ""1""";" ""18:38:05"""
eduroam;" ""7E:83:C2:70:21:C4""";" ""-83""";" ""1""";" ""18:38:08"""
;;;;
SSID; BSS; RSSI; Kanal; Datum
eduroam;" ""82:8A:20:0F:32:CA""";" ""-45""";" ""36""";" ""18:38:34"""
eduroam;" ""82:8A:20:0F:32:CA""";" ""-46""";" ""36""";" ""18:38:37"""
HFU Open;" ""86:8A:20:0F:32:C3""";" ""-74""";" ""11""";" ""18:38:34"""
HFU Open;" ""86:8A:20:0F:32:C3""";" ""-77""";" ""11""";" ""18:38:37"""
HFU Guest;" ""68:D7:9A:68:9B:6D""";" ""-86""";" ""48""";" ""18:38:34"""
HFU Guest;" ""68:D7:9A:68:9B:6D""";" ""-86""";" ""48""";" ""18:38:37"""
HFU Open;" ""86:8A:20:0F:34:36""";" ""-82""";" ""48""";" ""18:38:34"""
HFU Open;" ""86:8A:20:0F:34:36""";" ""-82""";" ""48""";" ""18:38:37"""
;" ""7E:8A:20:0F:32:CA""";" ""-48""";" ""36""";" ""18:38:37"""
HFU Guest;" ""78:8A:20:0F:1C:63""";" ""-66""";" ""1""";" ""18:38:34"""
HFU Guest;" ""78:8A:20:0F:1C:63""";" ""-66""";" ""1""";" ""18:38:37"""
RIS-Labor;" ""86:83:C2:21:95:67""";" ""-90""";" ""11""";" ""18:38:34"""
RIS-Labor;" ""86:83:C2:21:95:67""";" ""-89""";" ""11""";" ""18:38:37"""
;" ""BA:FB:E4:4E:17:84""";" ""-82""";" ""44""";" ""18:38:34"""
;" ""BA:FB:E4:4E:17:84""";" ""-82""";" ""44""";" ""18:38:37"""
HFU Guest;" ""74:83:C2:70:21:C3""";" ""-84""";" ""40""";" ""18:38:34"""
HFU Guest;" ""74:83:C2:70:21:C3""";" ""-82""";" ""40""";" ""18:38:37"""
RIS-Labor;" ""86:83:C2:70:21:C3""";" ""-84""";" ""40""";" ""18:38:34"""
RIS-Labor;" ""86:83:C2:70:21:C3""";" ""-83""";" ""40""";" ""18:38:37"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-89""";" ""11""";" ""18:38:37"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-49""";" ""6""";" ""18:38:34"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-46""";" ""6""";" ""18:38:37"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-84""";" ""44""";" ""18:38:34"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-82""";" ""44""";" ""18:38:37"""
;" ""BA:FB:E4:C7:5F:07""";" ""-88""";" ""11""";" ""18:38:34"""
;" ""BA:FB:E4:C7:5F:07""";" ""-88""";" ""11""";" ""18:38:37"""
eduroam;" ""6A:D7:9A:28:9B:6D""";" ""-86""";" ""48""";" ""18:38:34"""
eduroam;" ""6A:D7:9A:28:9B:6D""";" ""-90""";" ""48""";" ""18:38:37"""
tKonferenzGoogleHome.k;" ""FA:8F:CA:50:85:4B""";" ""-89""";" ""4""";" ""18:38:34"""
tKonferenzGoogleHome.k;" ""FA:8F:CA:50:85:4B""";" ""-93""";" ""4""";" ""18:38:37"""
eduroam;" ""82:8A:20:0F:1C:63""";" ""-67""";" ""1""";" ""18:38:34"""
eduroam;" ""82:8A:20:0F:1C:63""";" ""-67""";" ""1""";" ""18:38:37"""
HFU Guest;" ""78:8A:20:0F:32:C2""";" ""-82""";" ""36""";" ""18:38:34"""
HFU Guest;" ""78:8A:20:0F:32:C2""";" ""-82""";" ""36""";" ""18:38:37"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-49""";" ""6""";" ""18:38:34"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-46""";" ""6""";" ""18:38:37"""
;" ""7E:8A:20:0F:1C:63""";" ""-67""";" ""1""";" ""18:38:34"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-73""";" ""11""";" ""18:38:34"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-71""";" ""11""";" ""18:38:37"""
;" ""7A:83:C2:70:21:C3""";" ""-80""";" ""40""";" ""18:38:34"""
HFU Open;" ""C2:FB:E4:80:96:DA""";" ""-81""";" ""1""";" ""18:38:34"""
HFU Open;" ""C2:FB:E4:80:96:DA""";" ""-81""";" ""1""";" ""18:38:37"""
eduroam;" ""82:8A:20:0F:32:C2""";" ""-80""";" ""36""";" ""18:38:34"""
eduroam;" ""82:8A:20:0F:32:C2""";" ""-82""";" ""36""";" ""18:38:37"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-74""";" ""44""";" ""18:38:34"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-74""";" ""44""";" ""18:38:37"""
;" ""7E:8A:20:0F:32:CB""";" ""-46""";" ""6""";" ""18:38:37"""
HFU Open;" ""86:8A:20:0F:34:37""";" ""-89""";" ""1""";" ""18:38:37"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-90""";" ""6""";" ""18:38:34"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-90""";" ""6""";" ""18:38:37"""
HFU Open;" ""C2:FB:E4:80:96:D9""";" ""-88""";" ""36""";" ""18:38:34"""
HFU Open;" ""C2:FB:E4:80:96:D9""";" ""-88""";" ""36""";" ""18:38:37"""
RIS-Labor;" ""86:83:C2:70:21:C4""";" ""-72""";" ""1""";" ""18:38:34"""
RIS-Labor;" ""86:83:C2:70:21:C4""";" ""-73""";" ""1""";" ""18:38:37"""
HFU Guest;" ""74:83:C2:70:21:C4""";" ""-71""";" ""1""";" ""18:38:34"""
HFU Guest;" ""74:83:C2:70:21:C4""";" ""-72""";" ""1""";" ""18:38:37"""
eduroam;" ""BE:FB:E4:80:96:DA""";" ""-81""";" ""1""";" ""18:38:34"""
eduroam;" ""BE:FB:E4:80:96:DA""";" ""-81""";" ""1""";" ""18:38:37"""
HFU Open;" ""86:8A:20:0F:1C:62""";" ""-75""";" ""36""";" ""18:38:34"""
HFU Open;" ""86:8A:20:0F:1C:62""";" ""-71""";" ""36""";" ""18:38:37"""
HFU Open;" ""C2:FB:E4:C7:5F:07""";" ""-87""";" ""11""";" ""18:38:34"""
HFU Open;" ""C2:FB:E4:C7:5F:07""";" ""-87""";" ""11""";" ""18:38:37"""
eduroam;" ""BE:FB:E4:80:96:D9""";" ""-88""";" ""36""";" ""18:38:34"""
eduroam;" ""BE:FB:E4:80:96:D9""";" ""-88""";" ""36""";" ""18:38:37"""
HFU Guest;" ""B4:FB:E4:84:75:A5""";" ""-89""";" ""6""";" ""18:38:34"""
HFU Guest;" ""B4:FB:E4:84:75:A5""";" ""-89""";" ""6""";" ""18:38:37"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-90""";" ""6""";" ""18:38:34"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-90""";" ""6""";" ""18:38:37"""
SHLAB02;" ""60:E3:27:AD:9B:62""";" ""-95""";" ""5""";" ""18:38:37"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-86""";" ""1""";" ""18:38:34"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-83""";" ""1""";" ""18:38:37"""
HFU Open;" ""C2:FB:E4:C8:5F:07""";" ""-88""";" ""36""";" ""18:38:34"""
HFU Open;" ""C2:FB:E4:C8:5F:07""";" ""-88""";" ""36""";" ""18:38:37"""
SHLAB01-5;" ""50:C7:BF:31:D3:96""";" ""-83""";" ""36""";" ""18:38:34"""
SHLAB01-5;" ""50:C7:BF:31:D3:96""";" ""-83""";" ""36""";" ""18:38:37"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-48""";" ""36""";" ""18:38:34"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-47""";" ""36""";" ""18:38:37"""
HFU Guest;" ""78:8A:20:0F:32:C3""";" ""-74""";" ""11""";" ""18:38:34"""
HFU Guest;" ""78:8A:20:0F:32:C3""";" ""-77""";" ""11""";" ""18:38:37"""
WLAN-112630;" ""E4:3E:D7:C7:16:E7""";" ""-98""";" ""1""";" ""18:38:37"""
;" ""BA:FB:E4:4E:14:C8""";" ""-73""";" ""44""";" ""18:38:34"""
;" ""BA:FB:E4:4E:14:C8""";" ""-73""";" ""44""";" ""18:38:37"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-82""";" ""44""";" ""18:38:34"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-78""";" ""44""";" ""18:38:37"""
;" ""7A:83:C2:70:21:C4""";" ""-72""";" ""1""";" ""18:38:34"""
;" ""7A:83:C2:70:21:C4""";" ""-72""";" ""1""";" ""18:38:37"""
HFU Guest;" ""78:8A:20:0F:34:36""";" ""-82""";" ""48""";" ""18:38:34"""
HFU Guest;" ""78:8A:20:0F:34:36""";" ""-82""";" ""48""";" ""18:38:37"""
eduroam;" ""82:8A:20:0F:32:C3""";" ""-71""";" ""11""";" ""18:38:34"""
eduroam;" ""82:8A:20:0F:32:C3""";" ""-77""";" ""11""";" ""18:38:37"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-82""";" ""44""";" ""18:38:34"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-78""";" ""44""";" ""18:38:37"""
HFU Open;" ""6A:D7:9A:38:9B:6C""";" ""-86""";" ""6""";" ""18:38:34"""
HFU Open;" ""6A:D7:9A:38:9B:6C""";" ""-88""";" ""6""";" ""18:38:37"""
eduroam;" ""82:8A:20:0F:34:36""";" ""-82""";" ""48""";" ""18:38:34"""
eduroam;" ""82:8A:20:0F:34:36""";" ""-82""";" ""48""";" ""18:38:37"""
eduroam;" ""BE:FB:E4:C7:5F:07""";" ""-87""";" ""11""";" ""18:38:34"""
eduroam;" ""BE:FB:E4:C7:5F:07""";" ""-87""";" ""11""";" ""18:38:37"""
HFU Open;" ""86:8A:20:0F:1C:63""";" ""-68""";" ""1""";" ""18:38:34"""
HFU Open;" ""86:8A:20:0F:1C:63""";" ""-68""";" ""1""";" ""18:38:37"""
HFU Open;" ""82:83:C2:21:95:67""";" ""-89""";" ""11""";" ""18:38:34"""
HFU Open;" ""82:83:C2:21:95:67""";" ""-89""";" ""11""";" ""18:38:37"""
HFU Open;" ""82:83:C2:70:21:C3""";" ""-85""";" ""40""";" ""18:38:34"""
HFU Open;" ""82:83:C2:70:21:C3""";" ""-82""";" ""40""";" ""18:38:37"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-89""";" ""11""";" ""18:38:37"""
SHLAB01;" ""50:C7:BF:31:D3:97""";" ""-87""";" ""4""";" ""18:38:34"""
SHLAB01;" ""50:C7:BF:31:D3:97""";" ""-88""";" ""4""";" ""18:38:37"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-49""";" ""6""";" ""18:38:34"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-46""";" ""6""";" ""18:38:37"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-84""";" ""44""";" ""18:38:34"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-82""";" ""44""";" ""18:38:37"""
Aula TV.b;" ""FA:8F:CA:30:4C:C8""";" ""-95""";" ""6""";" ""18:38:34"""
Aula TV.b;" ""FA:8F:CA:30:4C:C8""";" ""-95""";" ""6""";" ""18:38:37"""
eduroam;" ""7E:83:C2:70:21:C3""";" ""-84""";" ""40""";" ""18:38:34"""
eduroam;" ""7E:83:C2:70:21:C3""";" ""-83""";" ""40""";" ""18:38:37"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-89""";" ""11""";" ""18:38:37"""
iKettle 2.0:1e;" ""5E:CF:7F:06:DE:1E""";" ""-94""";" ""6""";" ""18:38:34"""
iKettle 2.0:1e;" ""5E:CF:7F:06:DE:1E""";" ""-94""";" ""6""";" ""18:38:37"""
HFU Open;" ""86:8A:20:0F:32:C2""";" ""-82""";" ""36""";" ""18:38:34"""
HFU Open;" ""86:8A:20:0F:32:C2""";" ""-83""";" ""36""";" ""18:38:37"""
HFU Guest;" ""B4:FB:E4:80:96:DA""";" ""-81""";" ""1""";" ""18:38:34"""
HFU Guest;" ""B4:FB:E4:80:96:DA""";" ""-81""";" ""1""";" ""18:38:37"""
HFU Guest;" ""78:8A:20:0F:34:37""";" ""-89""";" ""1""";" ""18:38:37"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-84""";" ""44""";" ""18:38:34"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-82""";" ""44""";" ""18:38:37"""
;" ""7E:8A:20:0A:EF:67""";" ""-87""";" ""6""";" ""18:38:34"""
;" ""7E:8A:20:0A:EF:67""";" ""-89""";" ""6""";" ""18:38:37"""
HFU Guest;" ""B4:FB:E4:80:96:D9""";" ""-88""";" ""36""";" ""18:38:34"""
HFU Guest;" ""B4:FB:E4:80:96:D9""";" ""-88""";" ""36""";" ""18:38:37"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-73""";" ""11""";" ""18:38:34"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-71""";" ""11""";" ""18:38:37"""
HFU Open;" ""6A:D7:9A:38:9B:6D""";" ""-85""";" ""48""";" ""18:38:34"""
HFU Open;" ""6A:D7:9A:38:9B:6D""";" ""-85""";" ""48""";" ""18:38:37"""
HFU Guest;" ""78:8A:20:0F:1C:62""";" ""-75""";" ""36""";" ""18:38:34"""
HFU Guest;" ""78:8A:20:0F:1C:62""";" ""-71""";" ""36""";" ""18:38:37"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-73""";" ""44""";" ""18:38:34"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-72""";" ""44""";" ""18:38:37"""
HFU Guest;" ""B4:FB:E4:C7:5F:07""";" ""-88""";" ""11""";" ""18:38:34"""
HFU Guest;" ""B4:FB:E4:C7:5F:07""";" ""-88""";" ""11""";" ""18:38:37"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-90""";" ""6""";" ""18:38:34"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-90""";" ""6""";" ""18:38:37"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-72""";" ""11""";" ""18:38:34"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-71""";" ""11""";" ""18:38:37"""
HFU Open;" ""82:83:C2:70:21:C4""";" ""-72""";" ""1""";" ""18:38:34"""
HFU Open;" ""82:83:C2:70:21:C4""";" ""-73""";" ""1""";" ""18:38:37"""
NETGEAR24;" ""B0:7F:B9:84:60:74""";" ""-81""";" ""1""";" ""18:38:34"""
NETGEAR24;" ""B0:7F:B9:84:60:74""";" ""-81""";" ""1""";" ""18:38:37"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-48""";" ""36""";" ""18:38:34"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-47""";" ""36""";" ""18:38:37"""
eduroam;" ""6A:D7:9A:28:9B:6C""";" ""-88""";" ""6""";" ""18:38:34"""
eduroam;" ""6A:D7:9A:28:9B:6C""";" ""-88""";" ""6""";" ""18:38:37"""
;" ""BA:FB:E4:80:96:DA""";" ""-81""";" ""1""";" ""18:38:37"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-73""";" ""44""";" ""18:38:34"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-73""";" ""44""";" ""18:38:37"""
eduroam;" ""82:8A:20:0F:1C:62""";" ""-72""";" ""36""";" ""18:38:34"""
eduroam;" ""82:8A:20:0F:1C:62""";" ""-71""";" ""36""";" ""18:38:37"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-82""";" ""44""";" ""18:38:34"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-78""";" ""44""";" ""18:38:37"""
HFU Open;" ""C2:FB:E4:84:75:A5""";" ""-90""";" ""6""";" ""18:38:34"""
HFU Open;" ""C2:FB:E4:84:75:A5""";" ""-90""";" ""6""";" ""18:38:37"""
eduroam;" ""7E:83:C2:70:21:C4""";" ""-72""";" ""1""";" ""18:38:34"""
eduroam;" ""7E:83:C2:70:21:C4""";" ""-73""";" ""1""";" ""18:38:37"""
;;;;
SSID; BSS; RSSI; Kanal; Datum
eduroam;" ""82:8A:20:0F:32:CA""";" ""-57""";" ""36""";" ""18:39:51"""
eduroam;" ""82:8A:20:0F:32:CA""";" ""-56""";" ""36""";" ""18:39:55"""
HFU Open;" ""86:8A:20:0F:32:C3""";" ""-68""";" ""11""";" ""18:39:51"""
HFU Open;" ""86:8A:20:0F:32:C3""";" ""-65""";" ""11""";" ""18:39:55"""
HFU Guest;" ""68:D7:9A:68:9B:6D""";" ""-89""";" ""48""";" ""18:39:51"""
HFU Guest;" ""68:D7:9A:68:9B:6D""";" ""-84""";" ""48""";" ""18:39:55"""
eduroam;" ""BE:FB:E4:84:75:A5""";" ""-84""";" ""6""";" ""18:39:55"""
HFU Open;" ""86:8A:20:0F:34:36""";" ""-84""";" ""48""";" ""18:39:51"""
HFU Open;" ""86:8A:20:0F:34:36""";" ""-85""";" ""48""";" ""18:39:55"""
;" ""7E:8A:20:0F:32:CA""";" ""-55""";" ""36""";" ""18:39:51"""
;" ""7E:8A:20:0F:32:CA""";" ""-55""";" ""36""";" ""18:39:55"""
;" ""BA:FB:E4:4D:17:84""";" ""-91""";" ""1""";" ""18:39:51"""
;" ""BA:FB:E4:4D:17:84""";" ""-90""";" ""1""";" ""18:39:55"""
HFU Guest;" ""78:8A:20:0F:1C:63""";" ""-61""";" ""1""";" ""18:39:51"""
HFU Guest;" ""78:8A:20:0F:1C:63""";" ""-62""";" ""1""";" ""18:39:55"""
RIS-Labor;" ""86:83:C2:21:95:67""";" ""-94""";" ""11""";" ""18:39:51"""
RIS-Labor;" ""86:83:C2:21:95:67""";" ""-92""";" ""11""";" ""18:39:55"""
RIS-Labor;" ""86:83:C2:70:21:C3""";" ""-77""";" ""40""";" ""18:39:51"""
RIS-Labor;" ""86:83:C2:70:21:C3""";" ""-78""";" ""40""";" ""18:39:55"""
HFU Guest;" ""74:83:C2:70:21:C3""";" ""-77""";" ""40""";" ""18:39:51"""
HFU Guest;" ""74:83:C2:70:21:C3""";" ""-78""";" ""40""";" ""18:39:55"""
HFU Guest;" ""74:83:C2:21:95:67""";" ""-92""";" ""11""";" ""18:39:55"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-65""";" ""6""";" ""18:39:51"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-63""";" ""6""";" ""18:39:55"""
;" ""BA:FB:E4:C7:5F:07""";" ""-74""";" ""11""";" ""18:39:51"""
;" ""BA:FB:E4:C7:5F:07""";" ""-73""";" ""11""";" ""18:39:55"""
